Documents	Fatality_Category	Fatcat_Index
Worker hit and injure by collapsing concrete wall.	falling or propelled object	7451
Worker injure after becoming caught in wood chipper.	crushed by machinery/moving objects	7452
Employee working on a roof injured after falling to the ground.	fall from height	7453
Worker injured from exposure to argon while retrieving tool from tank.	chemical exposure	7454
Worker hit and injure by vehicle during excavation work.	powered vehicle	7455
Worker mild hit by vehicle being loaded onto flatbed truck.	powered vehicle	7456
Worker injure in fall when suspension bridge collapsed during demolition.	fall from height	7457
Worker shocked by power line while trimming trees.	electrical hazard	7458
Worker hit and injure by falling air conditioning compressor.	falling or propelled object	7459
Worker was sitting on a conveyor and welding when the conveyor system was energized causing the employee to be hit . No locks were used to lockout the conveyor system.	crushed by machinery/moving objects	746
Worker collecting trash hit and injure by vehicles.	violence, often during robbery	7460
Worker injure after being thrown from garbage truck.	powered vehicle	7461
Worker asphyxiated while cleaning tank that previously held Petroleum Distillate.	chemical exposure	7462
Worker mild hit by automobile that fell from hydraulic lift.	crushed by machinery/moving objects	7463
Worker injure when vehicle rolled into ditch.	crushed by machinery/moving objects	7464
Worker demolishing grain dryer hit and injure by falling steel.	falling or propelled object	7465
Worker shocked when portable auger contacted powerline.	electrical hazard	7467
Two workers injured from exposure to hazardous atmosphere inside transformer tank.	chemical exposure	7468
Worker injured from inhalation of dust from construction project.	chemical exposure	7469
Worker was driving a JackRunner chipper. He left the cab of the chipper and got caught in the auger of the JackRabbit bankout car.	crushed by machinery/moving objects	747
Worker suffered mild head injury after slipping in parking lot.	falls, often at ground level	7470
Worker injure in fall from ladder while replacing gutters.	fall from height	7471
Worker injured after being buried under feed and hay.	crushed by machinery/moving objects	7472
Worker hit and injure by falling steel column.	falling or propelled object	7473
Worker hit and mild hit by dump trailer.	crushed by machinery/moving objects	7474
Worker mild hit by forklift while changing tires.	crushed by forklift or similar	7475
Worker mild hit between garage wall trailer railing.	crushed by machinery/moving objects	7476
Worker injure when tractor rolled down slope.	powered vehicle	7477
Worker hit and injure by vehicle being prepared for tranport.	powered vehicle	7478
Worker mild hit between storage tank and powered industrial truck.	crushed by machinery/moving objects	7479
Worker was checking on office of a coworker. The worker opened the window and stepped out on the ledge where he slipped and fell to the parking lot below  approximately 20  25 feet.	fall from height	748
Worker hit and injure by tire being lifted by crane.	falling or propelled object	7480
Worker mild hit by forklift during oil change.	crushed by forklift or similar	7481
Worker hit and injure by box that fell from tractor.	powered vehicle	7482
Worker shocked when boom crane contacted overhead power lines.	electrical hazard	7483
Worker hit and injure by motor vehicle in work zone.	powered vehicle	7484
Worker mild hit by hopper of street sweeper.	powered vehicle	7485
Worker fell into aquifer and injured .	various	7486
Worker injured from exposure to diesel additive.	chemical exposure	7487
Worker hit and injure by mat that fell from trailer of truck.	crushed by machinery/moving objects	7488
Worker shocked in fall from ladder onto power line.	electrical hazard	7489
Three volunteers setting up 40foot portable antenna for radio communications during bicycle event. Top of antenna swayed 10 feet and touched high voltage line. One injure one injured.	fall from height	749
Worker performing welding operations injure when storage tank exploded.	fire/explosion	7490
Worker injure in fall from roof while installing tile.	fall from height	7491
Worker injure in fall from roof of residential home under construction.	fall from height	7492
Worker injured after being caught and pulled into log roller.	falling or propelled object	7493
Worker injure in natural gas explosion.	fire/explosion	7494
Worker injure in fall from apartment building roof.	fall from height	7495
Worker asphyxiated from CO2 exposure.	chemical exposure	7496
Worker injured when canoe capsized.	various	7497
Worker hit and injure by falling trree limb.	falling or propelled object	7498
Worker shocked while repairing conveyor.	electrical hazard	7499
Victim was welding on an overhead interior structure of a water tank and collapsed on the scaffold possible heat stress.	heat stress or non-specific	75
Worker was attempting to clear a jammed flat of milk product containers when the ram actuator started moving forward hit the worker between the actuator and positioning post hit the worker.	falling or propelled object	750
Worker hit and injure by falling wooden barrier.	falling or propelled object	7500
Worker in construction zone hit and injure by motor vehicle.	powered vehicle	7501
Worker mild injured by router.	various	7502
Worker hit and injure by discharging fire extinguisher.	fire/explosion	7503
Worker hit and injure by road sign knocked over by vehicle.	powered vehicle	7504
Worker mild hit under mobile home.	falling or propelled object	7505
Worker injure in fall through hole in roof.	fall from height	7506
Two workers hit and injure by vehicle while emptying garbage truck.	electrical hazard	7507
Worker injure by bull being loaded into trailer.	crushed by machinery/moving objects	7508
Worker injure in fall while installing solar panel.	fall from height	7509
Worker fell from 15story building to 6th floor atrium.	fall from height	751
Worker mild hit by pumping equipment.	falling or propelled object	7510
Woker injure in fall to concrete floor.	fall from height	7511
Worker mild hit when car being serviced fell off jack.	crushed by machinery/moving objects	7512
Worker hit and injure by moving vehicle.	powered vehicle	7513
Worker injure in excavation cavein.	falling or propelled object	7514
Worker sruck and injure by truck.	powered vehicle	7515
Worker hit and injure by falling Ibeam.	falling or propelled object	7516
Worker hit and injure by concrete wall that fell from crane.	falling or propelled object	7517
Worker hit and injure by pickup truck.	powered vehicle	7518
Worker suffered mild burns from flare stack igniter.	fire/explosion	7519
Worker was installing a telephone cable while standing on a fiberglass ladder. He came in contact with a 4000Volt electrical line and fell 15 feet to the ground and injured .	fall from height	752
Worker responding to a roadside service call hit and injure by vehicle.	powered vehicle	7520
Worker asphyxiated by gases while pumping manure into tanker.	chemical exposure	7521
Worker hit and injure by tire that blew while being changed.	falling or propelled object	7522
Worker hit and injure by motor vehicle while flagging traffic.	powered vehicle	7523
Worker injure in fall through ceiling of residential home under construction.	fall from height	7524
Worker shocked when dump truck contacted power line.	electrical hazard	7525
Worker injured after slipping and falling while unloading truck.	falls, often at ground level	7526
Worker mild hit between cart and steel coil.	falling or propelled object	7527
Worker mild hit by steel coil that fell from cart.	falling or propelled object	7528
Worker injure in fall from waste disposal truck.	fall from height	7529
Two workers had begun setting up traffic demarcations alongside the highway. The workers were hit by a tractor trailer whose brakes failed.	powered vehicle	753
Worker injured after being pulled into machine by rollers.	crushed by machinery/moving objects	7530
Worker shocked while servicing air handling unit.	electrical hazard	7531
Worker hit and injure at roadway construction project.	powered vehicle	7532
Worker hit and injure by railroad track rail while being moved by backhoe.	powered vehicle	7533
Worker hit and injure by steel coil.	falling or propelled object	7534
Worker hit and injure by rubber seals that ruptured while testing sewer line for leaks.	falling or propelled object	7535
Worker hit and injure by falling hydraulic lift.	crushed by machinery/moving objects	7536
Worker injured after being hit by machine and buried in trench.	falling or propelled object	7537
Worker hit and injure by truck trailer that rolled from lift.	crushed by machinery/moving objects	7538
Worker hit and injure by metal piping.	crushed by machinery/moving objects	7539
Worker injure in fall from stairway platform.	fall from height	7540
Worker in recycling yard hit and injure by payloader.	powered vehicle	7541
Worker injure when track hoe rolled over.	crushed by machinery/moving objects	7542
Worker mild hit by vehicle fell that fell from lift.	fall from height	7543
Worker shocked by electrical drop cord.	electrical hazard	7544
Worker mild hit between elevator cart and tower.	crushed by machinery/moving objects	7545
Worker shocked by highway billboard.	electrical hazard	7546
Worker shocked when paving machine contacted power lines.	electrical hazard	7547
Two workers hit and injure by tractor trailer while performing roadway construction work.	powered vehicle	7548
Worker injure when forklift tipped forward.	crushed by forklift or similar	7549
Worker injure in fall through metal deck roof.	fall from height	7550
Worker hit and injure by steel coil being moved by overhead crane.	falling or propelled object	7551
Worker shocked by plastic molding machine.	electrical hazard	7552
Worker mild hit between bucket and frame of excavator.	crushed by machinery/moving objects	7553
Worker loading trailer hit and injure by forklift.	crushed by forklift or similar	7554
Worker injured while obtaining aquatic grass samples.	various	7555
Worker on construction site hit and injure by dump truck.	powered vehicle	7556
Worker mild injured by circular saw.	crushed by machinery/moving objects	7557
Worker injure in fall from truck mounted aerial ladder.	fall from height	7558
Worker hit and injure by falling block of wood.	falling or propelled object	7559
Two workers were cleaning a clogged pipe at the bottom of an enclosed molasses tank and were asphyxiated in the tank.	chemical exposure	756
Worker shocked when lift basket contacted power line.	electrical hazard	7560
Worker injured from heat stress while hiking during group exercise.	heat stress or non-specific	7561
Worker mild hit between utility vehicle and box truck.	powered vehicle	7562
Worker mild hit between truck and telephone pole.	falling or propelled object	7563
Worker injure when cherry picker was knocked over by forklift.	falling or propelled object	7564
Worker hit and injure by vehicle while harvesting sweet potatoes.	powered vehicle	7565
Worker hit and injure by propane tank.	fire/explosion	7566
Worker injure when land roller tipped over.	powered vehicle	7567
Worker shocked by junction box wire.	electrical hazard	7568
Worker hit and injure by vehicle that entered work zone.	powered vehicle	7569
Two workers injure when gas pipeline exploded.	fire/explosion	7570
Worker injured after cleaning interior of a rail car that had contained latex.	powered vehicle	7571
Worker injure when gas pipeline exploded.	fire/explosion	7572
Worker injure when air compressor burst truck tire during inflation.	falling or propelled object	7573
Employee injured after being trapped in a trench collapse.	falling or propelled object	7574
Worker injure in fall from roof of building.	fall from height	7575
Worker shocked by saw.	electrical hazard	7576
Worker changing tire mild hit when jack slipped.	crushed by machinery/moving objects	7577
Worker cutting tree branches injure in fall.	falling or propelled object	7578
Worker injure after falling into beet dryer.	fall from height	7579
Worker was on a twelvefoot ladder and tapped on a valve connection from a pump union. The union hit and destroyed the ladder. Worker fell and was impaled on debris.	fall from height	758
Worker mild hit by log that fell from truck.	powered vehicle	7580
Worker injure by falling lumber.	falling or propelled object	7581
A worker injured after being caught between two vehicles.	powered vehicle	7582
Worker mild injured in fall from roof.	fall from height	7583
A worker injured after falling from a 6 foot ladder.	fall from height	7584
Worker injured after being hit by a front end loader.	powered vehicle	7585
Worker mild injured in fall when fuel truck exploded.	fire/explosion	7586
One worker injured and another hospitalized after being ejected from bucket.	fall from height	7587
Worker injured after being shocked .	electrical hazard	7588
Worker mild hit by vehicle.	powered vehicle	7589
Mayor of the Village of Washington Park was driving through the village at 6 a.m. after leaving his second job. He stopped when someone asked for assistance and was shot twice by someone in a passing car.	violence, often during robbery	759
One worker mild injured and another hospitalized in crane collapse.	falling or propelled object	7590
Worker injured when cart fell into damn.	various	7591
Worker injured after falling on asphalt mixing conveyor and  stairway.	crushed by machinery/moving objects	7592
Worker mild injured in fall from top of  grain silo.	falling or propelled object	7593
Worker mild injured after being thrown out of bucket truck.	fall from height	7594
Worker mild injured when wall collapsed.	falling or propelled object	7595
Worker hit crane and container.	falling or propelled object	7596
Worker performing building demolishion injure when walls and roof collapsed.	falling or propelled object	7597
Worker hit and injure by ATV.	powered vehicle	7598
Worker injured in 20 foot fall to ground.	fall from height	7599
Victim was pouring gasoline into a carburator of a truck it backfired and covered the victim with buring gasoline.	fire/explosion	76
Worker was transporting roofing materials and fell from height.	fall from height	760
Worker hit between arial lift basket and roof.	crane/boom or similar	7600
Worker mild injured after falling from a 2 foot high loading platform.	fall from height	7601
Worker hit and injure by maintenance truck.	powered vehicle	7602
Worker injured after falling from pickup truck.	powered vehicle	7603
Worker shocked when crane contacted high voltage line.	electrical hazard	7604
One worker injured and another hospitalized in oil tak explosion.	fire/explosion	7605
Worker performing welding injured in fall to concrete floor.	fall from height	7606
Worker injured from burns suffered while performing maintenance on a limit switch.	fire/explosion	7607
Worker cutting tree top mild injured injured in fall.	fall from height	7608
Worker hit and injure by  semitrailer.	falling or propelled object	7609
A naphtha hydrotreater located at a refinery released fuel which ignited. Five workers injured two were critically injured.	fire/explosion	761
Worker suffered mild head injuries in trench collapse.	falling or propelled object	7610
Worker injured after being run over by a dump truck.	powered vehicle	7611
Worker mild injured while using a chainsaw.	crushed by machinery/moving objects	7612
Worker injured after falling onto concrete floor.	fall from height	7613
Worker checking air tank for leaks when hit and injure by piping plug.	falling or propelled object	7614
Worker injured after being hit by bulldozer.	powered vehicle	7615
Worker installing road signs hit and injure by vehicle.	powered vehicle	7616
Worker performing external brick work injured in fall from scaffold.	fall from height	7617
Worker mild injured in fall from overpass.	fall from height	7618
Worker was hit by baler door.	crushed by machinery/moving objects	7619
Owner was in the process of cleaning the scissor lift. He raised the lift making contact with overhead power lines and was shocked .	electrical hazard	762
Worker suffered mild head injuries in fall from ladder.	fall from height	7620
Worker mild injured in fall from tree during felling operations.	falling or propelled object	7621
Worker injured after falling 18 feet to the floor.	fall from height	7622
Worker mild injured in fall from residential roof.	fall from height	7623
Worker injured after explosion at ammunition plant.	fire/explosion	7624
Worker injure in fall from residential roof.	fall from height	7625
Worker hit and injure by tree stumps being pulled from the ground.	falling or propelled object	7626
Worker hit and injure by truck while loading materials.	powered vehicle	7627
Worker hit when truck rolled over.	crushed by machinery/moving objects	7628
Worker mild injurd after being hit under tree.	falling or propelled object	7629
Worker was performing air conditioning work on the roof a building when he fell 25 feet to the ground.	fall from height	763
Worker suffered mild head injuries after tripping and falling.	falls, often at ground level	7630
Worker mild hit between coils.	crushed by machinery/moving objects	7631
Worker injured after being caught between bulldozer and storage container.	falling or propelled object	7632
Worker injured after falling through open hole onto concrete.	fall from height	7633
Worker hit and injure by wood siding.	falling or propelled object	7634
Worker hit and injure by vehicle	powered vehicle	7635
Worker hit and injure by 18 wheeler.	powered vehicle	7636
Worker mild injured in fall from platform.	fall from height	7637
Worker mild injured after being pulled into wood chip pile chain conveyor system.	crushed by machinery/moving objects	7638
Worker injured when boat capsized.	various	7639
Worker was walking at a truck stop when he was hit and injure by a tractor trailer.	powered vehicle	764
Worker performing welding mild hit when a 3000 lb. part mounted on a fixture when part fell.	crushed by machinery/moving objects	7640
One worker injured and two others hospitalized after being hit by an automobile while dismantling highway work zone safety devices.	powered vehicle	7641
Worker hit and injure by material that fell from trailer.	crushed by machinery/moving objects	7643
Worker mild hit by a load of steel sheets.	falling or propelled object	7644
One worker injured and another hospitalized after being hit by  bucket of a front loader.	powered vehicle	7645
Worker mild hit by compactor plate.	electrical hazard	7646
Worker mild injured after becoming caught and pulled into onion/leek processing line machine.	crushed by machinery/moving objects	7647
Worker mild injured in fall onto concrete.	fall from height	7648
Road crew worker mild injured when vehicled collided with oncoming traffic.	powered vehicle	7649
Worker suffered mild injuries in motor vehicle accident.	powered vehicle	7650
Worker injured from carbon monoxide exposure while operating a gas powered pressure washer.	chemical exposure	7651
Worker injured after tripping and falling.	falls, often at ground level	7652
Worker mild injured when boiler exploded.	fire/explosion	7653
Worker hit and injure by load that fell from forklift.	crushed by forklift or similar	7654
Worker mild injured after falling from balcony.	fall from height	7655
Worker mild injured after being hit by chain.	falling or propelled object	7656
Worker injured from burns while repairing bread oven.	fire/explosion	7657
Worker shocked while removing lighting fixtures and electrical wires.	electrical hazard	7658
Worker injured after being thrown from forklift.	crushed by forklift or similar	7659
Worker fell down the stairway.	fall from height	766
Worker in bucket truck shocked after contacting power line.	electrical hazard	7661
Worker hit and injure by steel beam.	falling or propelled object	7662
Worker injured after being hit by pipe bore casing.	falling or propelled object	7663
Worker hit and injure by excavator.	powered vehicle	7664
Worker hit and injure by paver machine.	crushed by machinery/moving objects	7665
Worker shocked while remodeling kitchen.	electrical hazard	7666
Worker shocked after contacting high voltage box.	electrical hazard	7667
A worker injured after being hit by an overturned box.	crushed by machinery/moving objects	7668
A worker injured after being entangled by an agitator machine.	crushed by machinery/moving objects	7669
Heavy equipment driver was in the process of stepping down backwards from a lowboy trailer when he fell and hit his head on the asphalt. He never regained consciousness and injured 4 days later.	crushed by machinery/moving objects	767
Worker mild injured after being thrown when gas tank rapidly depressurized.	fire/explosion	7670
Worker mild injured after falling from barge into river.	various	7671
Worker suffered mild injuries in fall down stairs.	fall from height	7672
Worker hit and injure when a boom on a truck broke lose.	powered vehicle	7673
Worker mild injured in fall from step ladder.	fall from height	7674
Worker mild injured in fall from ladder jack scaffold.	crushed by machinery/moving objects	7675
Worker repair road hit and injure by truck.	powered vehicle	7676
Worker mild hit by 900 pound bale of material.	falling or propelled object	7677
Worker injured injured in fall from scaffold.	fall from height	7678
Worker mild injured after becaming entangled in sewer lining equipment.	crushed by machinery/moving objects	7679
A freestanding masonry wall that was approximately 12 feet long by 22 feet high collapsed hit the worker.	falling or propelled object	768
Worker in aerial lift shocked after contacting power line.	electrical hazard	7680
Worker performing vinyl siding work mild injured in fall  from roof.	fall from height	7681
Worker suffered mild injuries after being hit by boxes while unloading a trailer.	crushed by machinery/moving objects	7682
Worker mild injured in fall down stairs.	fall from height	7683
Worker mild injured in fall.	fall from height	7684
Worker mild injured in fall from aircraft.	fall from height	7685
Worker injure in fall while trimming tree.	fall from height	7686
Worker hit and injure by vehicle while working on a bridge project.	powered vehicle	7687
Worker mild injured after being pulled into conveyor belt pulley.	crushed by machinery/moving objects	7688
Worker was unloading his truck when hit by a train.	powered vehicle	7689
Worker was hit by a pickup truck.	powered vehicle	769
Worker shocked after contacting power line.	electrical hazard	7690
Worker was directing traffic at dump site when hit by a vehicle.	powered vehicle	7691
Worker hit when oncrete footing collapsed.	falling or propelled object	7692
Worker mild injured in scaffold collapse.	fall from height	7693
Worker mild injured in fall from scaffold.	fall from height	7694
Stock room worker mild injured in fall.	crushed by machinery/moving objects	7695
Worker stuck and injure by derrick.	falling or propelled object	7696
Worker hit and injure by tug boat.	various	7697
Worker suffered mild injuries after being hit by crane.	falling or propelled object	7698
Worker mild injured in tractor roll over.	powered vehicle	7699
Victim was working on the second floor nailing in window jams. He fell out of the window 13 feet to the ground.	fall from height	77
Worker was mounting a crane on a truck. The crane fell and hit the worker.	falling or propelled object	770
Worker mild injured after being hit between steel beams.	falling or propelled object	7700
Worker mild injured after being trapped in palm tree fronds.	crushed by machinery/moving objects	7701
Worker suffered mild injured after being hit by lifting device.	falling or propelled object	7702
Worker suffered broken leg in fall and later injured from complications during surgery.	fall from height	7703
Worker hit and injure by conveyor equipment.	crushed by machinery/moving objects	7704
Worker shocked after contacting transformer.	electrical hazard	7705
Worked mild injured when boat collided with a buoy.	powered vehicle	7706
Worker performing tree trimming suffered mild injuries after being pulled to the ground when tie off ropes were pulled into chipper.	crushed by machinery/moving objects	7707
Worker hit between trailer and tire.	crushed by machinery/moving objects	7708
Worker injured when skid loader broke through ice.	various	7709
Worker was installing floor plates on a drilling rig. The bridal line and equalizer fell to the derrick floor hit the worker.	falling or propelled object	771
Worker preparing to peform exterior painting mild injured in fall.	fall from height	7710
Worker hit and injure by furnace door.	crushed by machinery/moving objects	7711
Worker injured of sepsis after his arm was cut in a machine.	crushed by machinery/moving objects	7712
Two highway workers hit and injure by tractor trailer. A third worker was hospitalized.	powered vehicle	7713
Worker hit and injure by vehicle at construction site.	powered vehicle	7714
Worker mild injured when high pressure valve exploded.	falling or propelled object	7715
Worker suffered mild injuries in fall from rail car.	powered vehicle	7716
Worker mild injured in fall on stairs.	fall from height	7717
Worker injured in fall while preparing ski course.	fall from height	7718
Worker injured while performing trimming tree services.	fall from height	7719
Worker had exited his truck and walked in back of the skidder. The skidder backed over the worker.	powered vehicle	772
Worker hit and injure by equipment while removing axle from a trailer.	crushed by machinery/moving objects	7720
Worker injured after falling through floor opening.	fall from height	7721
Worker injured while performing maintenance on concrete truck.	powered vehicle	7722
Worker injured in trench collapse.	falling or propelled object	7723
Worker injured while installing plywood decking.	fall from height	7724
Worker injured in fall.	fall from height	7725
Worker injured after falling from of back of truck.	fall from height	7726
Worker injure in vehicle explosion.	fire/explosion	7728
Worker injured in fall from scaffold.	fall from height	7729
Worker was remodeling a residential home and fell through a second floor window opening onto a pump jack scaffold and then onto the ground.	fall from height	773
Worker injured in fall from tree.	falling or propelled object	7730
Worker injured after being hit by front end loader.	powered vehicle	7731
Worker injured after being hit by vehicle.	powered vehicle	7732
Two workers injured in lake while fishing.	various	7733
Worker injured in fall through glass window.	fall from height	7734
Worker injured after being hit by winch.	falling or propelled object	7735
Worker injured after being hit by truck.	powered vehicle	7736
Worker injured in pipeline explosion.	fire/explosion	7737
Worker injured after being buried in landfill collapse.	falling or propelled object	7738
One worker injured and another was hospitalized after train hit aerial lift.	crane/boom or similar	7739
Truck driver was at a location to pick up a load. He was somehow run over by another truck. He was underneath the truck and dragged 100 feet.	powered vehicle	774
Three workers injured after pressurized tank exploded.	fire/explosion	7740
Worker injured after being hit by falling branch.	falling or propelled object	7741
Worker mild hit between stone polishing machine and wall.	falling or propelled object	7742
Worker injured in fall from scissor lift.	fall from height	7743
Worker injured after being caught in wood splitting machine.	crushed by machinery/moving objects	7744
Worker injured from burns suffered while performing hot work.	fire/explosion	7745
Worker injured after being hit by hydraulic cylinder.	crushed by machinery/moving objects	7746
Worker injured after being hit by falling brick.	falling or propelled object	7747
Worker asphyxiated in crawl space while unclogging drains.	confined spaces	7748
Worker injured after being hit by tree branch.	falling or propelled object	7749
Sheriff Deputy was walking through the woods working a cold case and fell 161 feet into a sink hole.	fall from height	775
Worker mild hit between aerial lift and tower.	crane/boom or similar	7750
Worker injured from exposure to gas in sewer line.	chemical exposure	7751
Worker injured in fall from substructure.	fall from height	7752
Worker injured in fall through floor opening.	fall from height	7753
Worker injured while trying to rescue driver from vehicle in river.	various	7754
Worker injured when tire exploded.	falling or propelled object	7755
Worker suffocated inside truck tank.	chemical exposure	7756
Worker injured in fall at construction site.	fall from height	7757
Worker injured in fall from building.	fall from height	7758
Worker injured after falling from upper level of home.	fall from height	7759
Worker was inspecting the parking lot and was hit by a vehicle.	powered vehicle	776
Worker injured after falling from dumpster.	powered vehicle	7760
Worker washing windows injured in fall.	fall from height	7761
Worker injured after being hit by drive motor.	falling or propelled object	7762
A worker injured after being smelled by fertilizer.	crushed by machinery/moving objects	7763
Worker injured in fall after receiving electrical shock.	electrical hazard	7764
Worker mild hit by hauler.	powered vehicle	7765
Worker injured in vehicle collision.	powered vehicle	7766
Worker mild hit beneath pallet jack.	crushed by machinery/moving objects	7768
Worker injured in fall down stairwell.	fall from height	7769
Two workers were working in a trench without trench protection and the trench collapsed. One worker mild and one worker was hospitalized.	falling or propelled object	777
Worker injured after being hit by falling tree.	falling or propelled object	7770
Three workers hositalized for burns following a natural gas explosion.	fire/explosion	7771
Worker mild hit between vehicle and garbage truck.	powered vehicle	7772
Worker injured in fall through skylight.	fall from height	7773
Worker injured after being hit by bucket.	crushed by machinery/moving objects	7774
One worker injured and another was hospitalized after contacting power line.	electrical hazard	7775
One worker injured and another was hospitalized from arcc flash in electrical room.	electrical hazard	7776
Worker injured after being hit by crawler dozer.	powered vehicle	7778
Worker injured after being hit by a motor vehicle.	powered vehicle	7779
Worker was instructed to drive the excavator back to the laydown yard. The excavator boom was elevated and hit a steel girder of an overpass. This caused the excavator to move to the center lane where it was hit by a tractor trailer. Worker was ejected from the excavator and was run over by the rear wheels of the tractor trailer.	powered vehicle	778
Worker mild hit between granite slabs.	falling or propelled object	7780
Worker asphyxiated while cleaning waste.	chemical exposure	7781
Worker injured after falling off bluff.	fall from height	7782
Worker injured after being hit by tree.	falling or propelled object	7783
Worker mild hit between mechanical loading dock.	falling or propelled object	7784
Three workers injured from exposure to fumes inside storm drain.	chemical exposure	7785
Worker mild hit by beam.	falling or propelled object	7786
Worker injured from smoke inhalation.	fire/explosion	7787
Worker injured after being hit by steel girder.	falling or propelled object	7788
Worker was sandblasting the bottom of a water tower and fell to the ground.	fall from height	779
Three workers injured and another hospitalized after crane contacted overhead powerline.	electrical hazard	7790
Worler injured in fall from container.	fall from height	7791
Worker injured after being hit by bucket of backhoe.	crushed by machinery/moving objects	7792
Worker injured after being hit by tree limb.	falling or propelled object	7794
Worker mild hit between mast and body of truck.	powered vehicle	7795
Worker injured in fall at residential construction site.	fall from height	7796
Worker injured while performing commercial diving.	various	7797
Worker injured after being hit by falling automotive products.	falling or propelled object	7798
Worker mild hit between tractor trailer and silo.	powered vehicle	7799
Victim was working on a circuit breaker and received an electricl shock.	electrical hazard	78
Worker was dislodging lumber from a piece of equipment and another piece of lumber entered the area hit the worker.	falling or propelled object	780
Worker injured after being hit by a forklift.	crushed by forklift or similar	7800
Worker inspecting crane injured in fall when walkway collapsed.	falling or propelled object	7801
Worker injured when ATV entered water.	various	7802
Worker performing flagging activities in work zone injured after being hit by vehicle.	powered vehicle	7803
Worker mild hit between two trailers.	crushed by machinery/moving objects	7804
Worker shocked when forklift contacted energized cable.	electrical hazard	7805
Worker injured in fall through hole in floor of ski gondola.	fall from height	7806
Worker injured after being hit by semitruck.	powered vehicle	7807
Worker mild hit by trailer.	crushed by machinery/moving objects	7808
Worker injure in oil field explosion/fire.	fire/explosion	7809
Worker was positioned on the roof of a building painting the exterior using a plastic pole that had an aluminum pole on the inside of the plastic paint stick with a metal roller that was connected to the pole. The paint roller or pole contacted a high voltage 7500 Volt energized electric power line. Worker was shocked .	electrical hazard	781
Worker injured after hit head in fall fom chair.	falls, often at ground level	7810
Worker injure when vehicle overturned.	powered vehicle	7811
Worler mild hit between two pieces of machinery.	crushed by machinery/moving objects	7812
Worker injured after being hit by excavator counterweight.	crushed by machinery/moving objects	7813
Worker mild stabbed by resident.	violence, often during robbery	7814
Worker hit between arm and cab of skid loader.	powered vehicle	7815
Worlker injure in fall from tree.	falling or propelled object	7816
Worker injure in fall inside grain tank.	fall from height	7817
Two workers hospitalized after being sprayed with caustic black liquor.	chemical exposure	7818
One worker injure and another hospitalized due to carbon monoxide poisoning.	chemical exposure	7819
Worker fell from a three story roof onto a concrete walkway.	fall from height	782
Worker hit and injure by front loader.	powered vehicle	7820
Worker shocked after falling from tree onto power lines.	electrical hazard	7821
Worker injured after being hit by object while making deliveries.	falling or propelled object	7822
Worker injured from injuries sustained in mixing machine.	crushed by machinery/moving objects	7823
Worker directing traffic hit and injure by vehicle.	powered vehicle	7824
Worker injure in fall from height while pouring concrete floor.	fall from height	7825
Worker mild hit by pipes.	falling or propelled object	7826
Worker hit and injure by crane basket.	crane/boom or similar	7827
Worker mild hit between two port cars.	powered vehicle	7828
Worker hit and injure by equipment during loading.	falling or propelled object	7829
Worker was installing a roof and fell 20 feet through a skylight landing on the ground.	fall from height	783
Worker mild hit between transfer cart and doorway.	powered vehicle	7830
Worker killled in fall from height.	fall from height	7831
One worker injure and another hospitalized in fall from scaffold.	fall from height	7832
Worker injured when front end loader toppled over into canal.	various	7833
Worker hospitalized after being hit by falling containers.	falling or propelled object	7834
Worker hit and injure by paving roller.	powered vehicle	7835
Worker injure in trench collapsed.	falling or propelled object	7836
Worker asphyxiated while welding.	chemical exposure	7837
A worker injured after being run over by a pickup truck at work.	powered vehicle	7838
Worker mild hit when forklift fell from ramp.	crushed by forklift or similar	7839
Logger was attempting to dislodge a tree that did not fall after it was cut. He attempted to cut another tree to hit the lodged tree. The second tree fell on him. He had worked for the company for one week.	falling or propelled object	784
Worker hospitalized after being hit by tree limb.	falling or propelled object	7840
Worker shocked by circuit breaker panel.	electrical hazard	7841
Worker injure in fall in tank.	fall from height	7842
Worker hospitalized after being hit by car.	powered vehicle	7843
Worker hospitalized after being hit by bucket truck.	crushed by machinery/moving objects	7844
One worker injure and another hospitalized from exposure to chemical fumes.	chemical exposure	7845
Worker hit and injure by powered industrial vehicle.	powered vehicle	7846
Worker injure in skiing collision.	powered vehicle	7847
Worker hit and injure by trunk lid.	falling or propelled object	7848
Worker hit and injure by rim when tire exploded.	falling or propelled object	7849
Worker was working on his own vehicle and was hit by the forks of a forklift and the vehicle.	powered vehicle	785
Worker hit and injure by truck when parking brake failed.	powered vehicle	7850
Worker mild hit by bailing machine.	crushed by machinery/moving objects	7851
Worker injured from head injury after falling inside  rice silo.	fall from height	7852
Worker mild hit between crane and tree.	falling or propelled object	7853
Worker mild hit between two trailer bodies.	crushed by machinery/moving objects	7854
Worker mild assaulted by facility resident.	violence, often during robbery	7855
Worker hit and injure by forklift assembly that fell during repairs.	crushed by forklift or similar	7856
Worker shocked by power line while installing cable.	electrical hazard	7857
One worker injure and another hospitalized in fall from roof.	fall from height	7858
Worker trimming trees injured after being smelled by palm fronds.	falling or propelled object	7859
Worker was kicked by an elephant.	various	786
Worker delivering pizza hit and injure by motor vehicle.	powered vehicle	7860
Worker injured after slipping on kitchen floor and striking head.	falls, often at ground level	7861
Worker hospitalized after fall from roof.	fall from height	7862
Worker injure after being caught in lathe.	crushed by machinery/moving objects	7863
